PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	003",1,0,4846,0,1,6,1,1,5797,1,0,416,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	004",4,13,4485,0,18,29,6,71,3590,0,0,1077,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	005",1,10,2889,0,2,14,10,39,3826,0,0,181,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	006",102,848,393344,1,1655,1285,816,3079,144848,348,0,57054,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	007",0,8,3138,0,24,23,8,44,4317,0,0,442,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	008",4,21,9386,0,102,99,6,338,7740,0,0,1441,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	009",1,45,11275,0,129,130,6,142,10481,6,0,1048,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	010",1,37,12831,0,81,195,10,314,10416,0,0,3225,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	011",34,122,66119,0,393,379,62,684,37681,2,0,7413,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	012",31,1853,160579,0,820,401,49,1535,51960,82,0,72864,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	013",1,1,4169,0,1,10,8,0,4728,0,0,156,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	014",2,61,9814,0,108,140,20,137,8802,0,0,2451,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	015",6,124,37314,0,137,98,7,465,24292,0,0,1816,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	016",0,6,3200,0,1,11,7,43,2639,0,0,477,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	017",6,11,10240,0,30,38,12,461,11231,0,0,442,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	018",12,54,33843,0,306,377,34,434,18589,8,0,13933,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	019",0,8,17885,0,72,71,0,143,12777,0,0,5269,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	25","	020",0,6,9841,0,86,128,0,175,7876,0,0,1364,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	001",5,0,563,0,0,1,2,3,486,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	002",63,144,37906,1,39,187,44,64,16975,9,0,770,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	003",6,6,2225,1,10,31,11,36,2641,0,0,26,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	004",1,7,1905,0,1,8,0,6,1278,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	005",3,0,128,1,0,0,3,0,214,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	006",1,0,677,0,0,2,3,0,751,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	007",0,0,117,0,0,0,1,0,113,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	008",1,0,72,0,0,1,0,0,99,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	009",3,0,120,0,0,0,9,0,166,1,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	010",1,0,93,0,0,1,2,0,138,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	011",0,0,232,0,0,1,0,0,267,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	012",1,3,3399,0,8,10,11,85,2492,0,0,253,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	013",0,0,363,0,0,1,0,3,269,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	014",1,0,891,0,0,1,4,4,712,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	015",1,0,84,0,0,0,1,0,183,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	016",6,6,1174,0,0,0,5,0,529,1,0,12,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	017",64,155,45763,4,20,389,89,112,22840,3,0,551,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	018",215,779,188963,3,646,736,524,1238,80751,146,1,21429,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	019",12,51,24857,4,3,238,20,47,12313,4,0,284,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	020",0,0,740,0,0,1,1,0,607,0,0,11,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	021",0,0,67,0,0,0,0,1,30,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	022",0,0,195,0,0,7,4,0,340,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	023",0,0,982,0,0,2,0,1,874,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	024",1,0,134,0,0,0,1,0,96,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	025",7,82,19562,0,66,302,19,48,8978,0,0,845,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	026",3,5,6134,0,28,122,14,244,3782,0,0,112,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	027",0,0,2459,0,0,2,0,0,1651,0,0,39,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	028",0,0,141,0,0,1,1,0,175,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	029",66,376,60324,3,103,356,172,319,20837,56,0,2132,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	030",4888,1725,459991,291,762,1686,6903,1826,167136,512,0,27896,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	031",0,0,92,0,0,1,1,1,163,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	032",1,0,183,0,0,0,2,0,245,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	033",12,28,19007,4,46,178,10,285,10700,0,0,495,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	034",2,1,2127,0,1,9,3,2,1357,0,0,60,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	035",1,26,3740,0,0,41,9,6,2461,0,0,60,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	036",14,37,13881,1,69,156,22,8,7550,6,0,315,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	037",0,0,288,0,0,0,4,4,313,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	038",5,6,3754,0,1,3,9,3,2777,0,0,83,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	039",0,6,1976,0,0,3,0,2,991,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	040",1,0,134,1,0,0,3,0,193,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	041",3,19,7602,0,4,112,12,2,4935,0,0,111,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	042",17,90,55560,0,164,490,146,399,29296,6,0,2265,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	043",58,1544,150011,0,359,661,139,986,44856,29,0,4511,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	044",0,0,50,0,0,0,0,0,81,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	045",1,0,403,0,0,0,4,0,416,1,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	046",2,0,80,0,0,0,1,0,78,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	047",2,2,1221,0,1,6,1,2,832,0,0,12,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	048",15,199,35337,2,4,70,48,68,12842,2,0,547,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	049",1,0,237,0,0,0,3,2,370,0,0,24,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	050",0,0,310,0,0,0,0,0,372,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	051",1,0,626,0,0,0,1,19,698,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	052",2,2,1509,2,3,3,9,0,1530,0,0,25,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	053",1,0,49,0,0,0,1,0,31,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	054",1,0,85,0,0,1,0,1,196,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	055",169,839,95341,8,5,220,124,99,33632,22,0,2976,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	056",1,44,830,0,6,6,10,2,601,0,0,29,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	057",2,0,169,0,0,0,2,0,254,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	058",10,20,7708,1,0,26,14,23,3963,0,0,181,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	059",0,0,243,0,0,1,1,0,412,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	060",0,0,337,0,0,0,2,0,448,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	061",0,0,128,0,0,0,0,0,211,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	062",0,0,155,0,0,0,3,0,219,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	063",0,0,158,0,0,1,4,0,190,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	064",0,0,360,0,1,0,0,0,281,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	065",0,0,273,0,0,0,1,0,269,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	066",2,0,2918,0,2,0,5,3,2315,0,0,54,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	067",0,1,184,0,0,1,1,1,320,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	068",0,0,224,0,1,2,0,0,258,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	069",0,0,417,0,0,3,2,10,806,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	070",0,14,1987,0,0,1,1,1,947,0,0,11,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	071",2,10,4153,1,4,39,1,119,2443,0,0,130,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	26","	072",5,0,1388,0,1,4,5,106,1172,0,0,61,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	001",0,130,4685,0,3,30,0,26,4291,0,157,5877,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	002",0,687,36151,0,202,462,0,89,17674,0,62,15314,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	003",0,540,7172,0,28,78,0,52,3397,0,160,8444,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	004",0,5316,207334,0,578,3305,0,510,72763,0,1375,61482,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	005",0,538,30290,0,397,227,0,117,12796,0,26,30806,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	006",0,359,16296,0,56,124,0,79,8741,0,156,16163,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	007",0,103,3739,0,2,40,0,20,2526,0,51,2210,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	008",0,450,17534,0,66,149,0,120,12336,0,40,12689,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	009",0,170,5924,0,5,32,0,35,2786,0,27,6352,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	010",0,332,12738,0,20,79,0,41,4077,0,27,11497,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	011",0,94,1542,0,2,5,0,14,751,0,96,2085,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	012",0,612,22580,0,51,221,0,145,9123,0,70,11909,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	013",0,591,21938,0,59,149,0,69,6153,0,254,13976,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	014",0,291,22314,0,108,197,0,79,7600,0,6,11579,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	015",0,120,2901,0,6,25,0,19,1689,0,9,4760,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	016",0,227,6171,0,25,97,0,80,3406,0,6,7473,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	27","	017",0,183,5770,0,57,42,0,67,3484,0,283,8707,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	001",1,9,2620,0,0,0,3,0,1851,0,0,26,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	002",2,22,6432,0,12,0,3,3,6428,0,0,238,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	003",31,1864,54935,1,442,273,88,793,24987,5,0,5884,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	004",1,17,1858,0,0,0,0,2,2220,0,0,76,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	005",0,0,885,0,2,0,0,3,1636,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	006",0,0,362,0,0,0,0,0,881,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	007",2,11,8944,0,0,1,0,38,5394,0,0,150,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	008",0,0,647,0,1,0,1,0,842,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	009",30,2263,91429,0,223,93,49,140,21589,7,0,6742,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	010",0,0,418,0,0,0,0,1,544,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	011",1,4,2102,0,0,7,2,0,1790,0,0,360,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	012",1,13,8419,0,0,20,0,17,9238,0,0,312,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	013",0,2,2579,0,0,3,4,1,2211,0,0,83,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	014",0,0,1289,0,0,0,1,1,1147,0,0,18,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	015",0,7,7705,0,5,11,0,26,3980,0,0,46,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	016",0,24,3881,0,4,22,0,0,4080,0,0,97,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	017",1,14,2955,0,2,5,0,3,2117,0,0,89,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	018",3,6,1966,0,0,0,1,0,1532,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	019",2,31,3394,0,0,5,1,0,3427,0,0,153,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	020",0,3,553,0,0,0,0,0,587,0,0,24,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	021",2,136,33994,0,79,38,1,151,18745,5,0,4466,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	022",19,373,205060,1,857,249,208,1158,70900,16,0,2932,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	023",0,0,1325,0,0,3,0,0,1682,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	024",0,7,2402,0,0,1,0,4,1687,0,0,55,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	025",1,15,12676,0,11,15,0,20,6743,0,0,228,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	026",0,0,301,0,0,0,0,0,446,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	027",15,293,147403,1,666,169,118,3999,50428,4,0,3690,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	028",1,2,1298,0,0,1,0,9,1142,0,0,61,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	029",0,5,2378,0,0,0,1,6,2760,0,0,146,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	030",0,27,3104,0,8,2,0,0,2597,0,0,52,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	031",2,0,415,0,0,0,1,0,469,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	032",108,1703,368881,0,1865,569,114,1888,116704,12,0,4325,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	033",14,14,51427,0,162,89,29,178,19597,0,0,529,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	034",0,0,732,0,0,1,1,1,1300,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	035",0,28,13790,1,32,6,0,11,9160,0,0,106,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	036",0,0,51,0,0,0,0,0,112,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	037",0,19,4699,0,4,3,0,3,4287,0,0,75,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	038",71,4137,122363,0,420,247,131,773,42822,63,0,9107,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	039",0,25,3949,0,0,11,1,4,5940,0,0,150,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	040",3,24,19734,0,8,75,18,122,11539,7,0,194,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	041",1902,449,130735,99,1158,376,1990,126,45099,146,0,7100,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	042",1,0,1249,0,0,7,3,2,1261,0,0,33,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	28","	043",0,11,5705,0,0,8,0,96,3927,0,0,578,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	001",3,9,4221,0,39,3,9,1,902,1,0,934,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	002",16,17,10940,0,16,7,2,1,2639,1,0,2033,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	003",11,0,1879,0,2,2,14,0,679,0,0,370,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	004",5,3,2491,0,31,0,3,0,406,0,0,558,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	005",45,150,44905,0,557,78,47,15,9476,23,0,9110,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	006",4,115,19294,0,115,5,10,8,3857,0,0,3695,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	007",7,13,2184,0,6,2,21,0,424,0,0,300,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	008",14,2,2144,0,4,1,5,0,560,0,0,435,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	009",4,7,1599,0,29,0,2,0,194,2,0,456,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	010",16,104,33509,0,568,16,34,15,8422,11,0,8614,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	011",3,0,1513,0,12,0,7,0,257,0,0,245,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	012",1,0,2278,0,0,3,0,0,929,2,0,578,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	013",52,149,21399,0,94,14,38,11,3536,19,0,5809,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	014",2,7,3115,0,30,1,4,3,711,3,0,347,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	015",14,10,14388,0,127,10,6,0,2392,0,0,4577,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	016",11,7,1651,0,26,2,11,0,190,2,0,251,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	017",2,0,2482,0,23,2,12,1,927,0,0,459,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	018",1,13,8711,0,164,5,14,1,1680,4,0,3608,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	019",5,0,7751,0,7,2,5,0,1615,2,0,3424,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	020",3,4,1793,0,0,0,5,0,373,0,0,325,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	021",6,42,5127,0,16,1,1,4,1141,0,0,1349,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	022",4,1,4116,0,9,3,4,0,837,0,0,487,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	023",7,8,6582,0,103,0,22,0,1652,0,0,1968,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	024",6,7,10565,0,50,4,14,0,1012,1,0,1647,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	025",11,11,31413,0,37,11,40,2,10629,4,0,8020,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	026",5,5,5673,0,89,3,16,0,870,0,0,1559,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	027",2,88,4569,0,3,1,5,1,1215,0,0,974,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	028",3,3,6845,0,113,12,2,1,1702,3,0,1236,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	029",12,12,4115,0,50,2,5,0,1022,1,0,810,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	030",2,0,2367,0,51,3,9,0,632,0,0,376,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	031",11,10,10438,1,80,34,30,1,2060,5,0,2446,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	032",5,1,3694,0,70,1,15,4,864,3,0,771,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	033",273,136,59152,3,1274,32,350,1423,6558,65,0,9459,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	034",38,57,18445,0,71,6,69,3,5370,8,0,3671,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	035",3,0,1291,0,27,2,1,0,213,2,0,239,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	036",5,18,9736,0,67,5,17,4,991,1,0,1764,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	037",1,13,1696,0,8,0,3,0,426,1,0,384,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	038",8,7,4571,0,60,8,14,0,781,4,0,1038,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	039",5,2,5219,0,90,3,13,2,1270,0,0,894,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	040",2,5,3162,0,35,1,16,3,680,0,0,546,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	041",5,42,10763,0,99,6,13,5,2482,0,0,2418,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	042",2,10,6695,0,7,1,3,1,1380,6,0,1482,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	043",5,29,15326,0,64,3,21,2,4081,1,0,3360,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	29","	044",20,71,25769,0,213,18,36,14,6012,8,0,5768,Cifras Definitivas
