PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	090",0,6,2795,0,0,0,0,4,2285,0,0,797,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	091",0,3,2012,0,0,8,0,0,2652,0,0,739,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	092",0,20,2842,0,0,0,0,9,2203,0,0,1102,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	093",0,37,3215,0,1,1,0,10,4021,0,0,456,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	094",1,4,2787,2,0,1,0,0,2413,0,0,1677,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	095",0,8,2047,0,0,7,0,0,1916,0,0,1242,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	096",0,5,935,0,0,2,0,0,1083,0,0,222,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	097",3,32,1563,0,0,1,0,2,2655,0,0,2015,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	098",0,57,4254,0,0,1,0,23,3860,2,0,2031,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	099",0,4,2417,0,0,1,0,1,2494,0,0,395,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	100",3,20,2603,0,0,4,0,5,1954,3,0,1072,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	101",19,40,8164,0,0,1,0,8,4983,0,0,2032,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	102",32,3982,64670,2,48,116,8,456,37920,1,1,22465,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	103",0,8,6602,0,0,7,0,1,5136,0,0,3376,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	104",0,15,2724,0,0,1,0,1,2870,0,0,1325,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	105",1,4,2998,0,0,17,0,2,2698,0,0,670,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	106",0,42,4653,0,5,59,0,5,4227,0,0,3829,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	107",0,161,16954,0,6,18,0,87,10202,11,0,6941,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	108",8,1122,51939,1,230,420,4,205,27661,2,0,38604,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	109",0,4,1916,0,0,7,1,0,1134,0,0,564,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	110",0,122,8735,0,2,19,2,63,8441,0,0,1397,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	111",0,114,7779,0,0,1,5,6,5329,0,0,3465,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	112",59,1664,82967,0,4,189,3,308,59087,43,17,24942,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	16","	113",1,31,3929,0,1,11,0,7,4724,0,0,1461,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	001",0,92,760,0,15,4,2,5,161,0,0,402,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	002",0,22,7965,0,13,9,0,3,1570,0,0,1827,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	003",0,47,2500,0,10,21,0,3,1582,0,0,399,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	004",0,88,8544,0,67,84,0,12,3092,0,0,5050,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	005",0,93,580,0,2,8,1,2,170,0,0,213,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	006",1,5399,63937,0,2031,326,51,720,12328,0,0,23346,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	007",127,4562,417378,8,936,542,799,489,31760,44,0,55321,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	008",1,362,39323,0,17,52,6,40,3161,0,0,9037,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	009",0,108,4608,0,6,6,0,11,722,0,0,463,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	010",0,47,2140,0,14,14,0,2,1106,0,0,622,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	011",5,1369,132421,1,229,153,1036,216,12593,3,0,25630,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	012",0,174,21029,0,135,70,1,39,2593,1,0,6241,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	013",0,28,5023,0,2,26,0,2,1541,0,0,1203,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	014",0,75,944,0,4,2,6,0,262,0,0,280,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	015",0,84,1557,0,0,7,4,2,559,2,0,507,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	016",0,65,1088,0,30,7,0,19,927,0,0,267,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	017",0,193,8314,0,36,38,3,18,1551,2,0,3002,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	018",54,563,41327,0,66,50,145,59,3489,9,0,9864,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	019",0,53,1705,0,9,15,0,14,1084,0,0,304,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	020",0,273,7267,0,40,18,0,22,1609,0,0,2198,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	021",0,46,571,0,1,0,0,1,85,0,0,184,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	022",0,38,1060,0,32,13,0,1,874,0,0,181,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	023",0,9,528,0,16,2,0,3,514,0,0,94,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	024",1,49,5716,0,70,52,1,9,1452,0,0,3038,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	025",0,35,3157,0,23,21,1,12,890,0,0,2003,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	026",0,21,2747,0,27,14,1,2,787,0,0,776,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	027",0,13,733,0,18,9,0,5,471,0,0,229,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	028",0,296,32034,0,48,41,1,28,2481,0,0,9074,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	029",0,344,45358,0,77,163,3,54,4713,0,1,11331,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	030",0,77,5089,0,76,65,0,12,2297,0,0,4042,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	031",0,99,7749,0,80,36,0,24,1422,0,0,3703,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	032",0,45,1048,0,1,7,0,2,555,0,0,186,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	033",1,58,1243,1,3,9,1,1,713,0,0,358,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	034",0,7,35,0,2,0,0,0,13,0,0,60,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	035",0,2,163,0,0,1,0,0,40,0,0,668,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	17","	036",0,1,19,0,0,0,0,0,6,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	001",0,180,5363,0,13,9,0,8,6383,0,0,1454,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	002",0,69,2632,0,0,5,0,0,3036,0,0,1223,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	003",0,18,1691,0,0,1,0,1,2490,0,0,556,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	004",0,524,14735,0,55,53,0,6,15032,0,0,5739,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	005",0,20,171,0,1,0,0,1,393,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	006",0,226,7088,0,56,18,0,3,5840,0,0,4640,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	007",0,52,1459,0,1,10,0,4,1887,0,0,849,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	008",0,507,10482,0,41,13,0,12,6614,0,0,3029,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	009",0,3,118,0,2,1,0,0,299,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	010",0,120,2936,0,0,7,0,1,4886,0,0,742,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	011",0,107,2649,0,9,4,0,2,4309,0,0,1707,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	012",0,134,4767,0,0,21,0,2,7823,0,0,2941,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	013",0,27,1201,0,0,9,0,1,1675,0,0,365,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	014",0,133,3165,0,0,18,0,2,3639,0,0,994,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	015",0,470,9325,0,0,114,0,4,11125,0,0,3916,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	016",0,121,4874,0,0,6,0,5,8136,0,0,3148,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	017",0,5973,164242,0,694,574,0,462,88098,0,0,44014,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	018",0,145,4423,0,0,11,0,2,4893,0,0,3615,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	019",0,4,120,0,0,0,0,0,229,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	18","	020",0,980,33501,0,132,76,0,63,16201,0,0,19076,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	001",9,0,751,1,0,3,8,0,282,1,0,54,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	002",0,0,733,0,0,0,1,0,899,0,0,14,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	003",1,0,149,0,0,0,0,0,175,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	004",3,39,14305,0,4,39,1,4,7229,0,0,1374,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	005",8,1,2085,0,0,5,4,0,1651,0,0,35,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	006",50,1979,202235,1,2938,293,149,87,38598,39,0,26847,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	007",1,8,1369,0,0,1,1,0,844,0,0,110,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	008",1,0,594,1,0,2,1,0,306,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	009",57,423,31364,0,76,75,46,15,11039,23,0,4735,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	010",6,55,9352,0,135,13,17,0,1834,12,0,2517,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	011",0,3,1931,0,0,9,0,1,1775,0,0,89,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	012",15,156,10811,0,115,42,1,6,2676,0,0,1827,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	013",0,4,2051,0,0,2,1,0,1973,0,0,69,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	014",0,18,5045,0,1,6,4,0,4126,0,0,1388,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	015",3,1,279,0,0,0,0,0,400,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	016",4,2,824,0,0,4,2,0,472,0,0,67,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	017",2,21,4468,0,1,13,9,0,3355,0,0,167,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	018",13,615,58962,1,418,70,41,14,9833,9,0,11498,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	019",426,1190,103405,1,308,131,333,7,20917,57,0,4187,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	020",0,0,972,0,0,5,0,0,929,0,0,14,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	021",20,1293,116023,0,1554,110,56,57,26309,13,0,15437,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	022",1,27,3262,0,0,9,0,0,2330,0,0,147,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	023",1,0,275,0,0,0,0,0,290,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	024",2,1,342,0,0,1,1,0,292,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	025",14,130,12642,0,15,23,27,4,2351,9,0,2558,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	026",113,4217,248750,0,1645,255,92,140,55951,24,0,21397,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	027",0,0,342,0,0,0,0,0,376,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	028",3,1,393,0,0,0,1,0,193,0,0,21,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	029",0,11,1396,0,0,1,0,0,728,0,0,114,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	030",1,1,384,0,0,0,3,0,265,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	031",29,801,77464,0,561,57,44,18,14041,3,0,15047,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	032",1,3,674,0,0,1,0,0,532,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	033",12,120,14854,0,35,48,37,1,6176,20,0,1083,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	034",2,3,1584,2,0,4,4,0,612,0,0,163,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	035",4,0,351,0,0,0,3,0,247,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	036",1,0,328,0,0,0,4,0,471,0,0,42,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	037",1,8,1115,0,0,0,1,0,559,0,0,76,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	038",6,211,18218,0,9,39,13,1,7171,0,0,1799,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	039",1606,8851,476389,28,5639,679,2233,209,117697,480,0,45032,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	040",0,0,192,0,0,1,1,0,152,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	041",76,66,15979,0,263,22,53,2,3187,17,0,4227,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	042",0,0,1012,0,0,1,0,0,1186,0,0,54,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	043",0,1,215,0,0,0,2,0,234,0,0,28,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	044",0,11,8511,0,2,15,9,0,4486,0,0,318,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	045",22,116,13061,0,300,17,11,17,4133,7,0,2201,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	046",73,3427,187659,0,1930,251,99,134,44226,6,0,12121,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	047",5,34,4515,0,133,0,2,0,1901,0,0,218,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	048",49,1996,89333,0,727,94,33,191,20481,9,0,10114,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	049",35,103,22776,0,67,23,58,15,7254,12,0,2565,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	050",1,0,277,0,0,3,0,0,269,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	19","	051",7,0,914,0,1,0,3,0,438,0,0,49,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	001",0,0,57,0,2,0,0,0,89,0,0,12,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	20","	002",0,149,1348,0,111,13,9,37,1303,0,1,1086,Cifras Definitivas
